sessionDate, symbol, marketCap, close, PREV, CURRENT, volToPRev, volToAvg10, gainPct
2024-05-31,POLYMED,MIDCAP,1802.25,GREEN,GREEN,2,0,7.11887917880427
2024-05-31,COALINDIA,MEGACAP,491.2,GREEN,GREEN,2,1,-3.6746742671009796
2024-05-31,EIDPARRY,MIDCAP,668.05,GREEN,GREEN,2,1,14.325275054262413
2024-05-31,GRAVITA,MIDCAP,1075.45,RED,GREEN,2,1,37.26347110511878
2024-05-31,ADANIENT,MEGACAP,3411.35,RED,GREEN,2,0,-6.865317249769149
2024-05-31,JKIL,MIDCAP,755.75,GREEN,GREEN,3,1,9.923916639100232
2024-05-31,ADANIGREEN,MEGACAP,1908.35,RED,GREEN,4,1,-6.2645741085230675
2024-06-30,DALMIASUG,SMALLCAP,410.2,RED,GREEN,4,1,-0.5119453924914592
2024-06-30,NITCO,SMALLCAP,79.66,GREEN,GREEN,2,0,-1.6444890785839847
2024-06-30,GOKEX,MIDCAP,940.05,RED,GREEN,2,0,2.382851975958735
2024-06-30,KELLTONTEC,SMALLCAP,105.54,RED,GREEN,3,0,52.510896342618906
2024-06-30,AYMSYNTEX,SMALLCAP,100.31,RED,GREEN,2,1,36.57661250124614
2024-06-30,NOCIL,SMALLCAP,275.9,RED,GREEN,4,1,19.80790141355565
2024-06-30,DABUR,MEGACAP,600.7,GREEN,GREEN,1,2,5.826535708340269
2024-06-30,MUNJALAU,SMALLCAP,88.85,RED,GREEN,3,0,25.672481710748457
2024-06-30,DCBBANK,SMALLCAP,138.0,RED,GREEN,2,1,-8.3768115942029
2024-06-30,ADVENZYMES,SMALLCAP,381.75,RED,GREEN,2,1,9.377865094957436
2024-06-30,ALOKINDS,MIDCAP,27.92,RED,GREEN,2,0,-3.5458452722063107
2024-06-30,HFCL,MIDCAP,113.17,GREEN,GREEN,2,1,18.883096226915253
2024-06-30,DVL,SMALLCAP,364.5,RED,GREEN,2,0,16.104252400548695
2024-06-30,INDUSTOWER,LARGECAP,375.3,RED,GREEN,4,3,15.41433519850785
2024-07-31,LAURUSLABS,LARGECAP,463.9,RED,GREEN,2,1,1.3472731192067255
2024-07-31,JINDWORLD,MIDCAP,75.19,GREEN,GREEN,4,0,0.1595956909163513
2024-07-31,BANCOINDIA,MIDCAP,379.68,GREEN,GREEN,2,1,-10.666877370417193
2024-07-31,KITEX,SMALLCAP,78.06,GREEN,GREEN,2,1,56.72559569561876
2024-07-31,BORORENEW,MIDCAP,558.0,GREEN,GREEN,4,2,-7.974910394265233
2024-08-31,KEC,LARGECAP,947.35,GREEN,GREEN,1,2,9.626853855491627
2024-08-31,POWERMECH,MIDCAP,3389.4,GREEN,GREEN,1,2,-1.014043783560509
2024-08-31,EPL,MIDCAP,249.09,GREEN,GREEN,1,3,4.163153880123641
2024-08-31,PARACABLES,SMALLCAP,88.79,GREEN,GREEN,3,3,-3.1985583962157933
2024-08-31,DATAMATICS,SMALLCAP,692.55,GREEN,GREEN,1,2,-12.02801241787596
2024-08-31,HATSUN,LARGECAP,1311.6,GREEN,GREEN,1,2,-9.316864897834693
2024-08-31,JAGSNPHARM,SMALLCAP,164.48,GREEN,GREEN,1,2,0.7538910505836631
2024-08-31,DCMSHRIRAM,MIDCAP,1152.65,GREEN,GREEN,3,1,-10.176549689845155
2024-08-31,PRAJIND,MIDCAP,766.9,RED,GREEN,2,1,4.570348154909384
2024-08-31,AMRUTANJAN,SMALLCAP,818.9,GREEN,GREEN,2,1,-0.348027842227381
2024-08-31,GLOBUSSPR,SMALLCAP,1072.2,GREEN,GREEN,1,2,15.067151650811411
2024-09-30,ARVINDFASN,MIDCAP,592.65,GREEN,GREEN,1,2,-4.479878511769165
2024-09-30,GARFIBRES,MIDCAP,812.14,RED,GREEN,3,2,-0.41741571650207926
2024-09-30,SANGAMIND,SMALLCAP,465.7,RED,GREEN,2,1,-15.632381361391456
2024-09-30,ECLERX,MIDCAP,3008.05,GREEN,GREEN,2,2,-3.2413025049450637
2024-09-30,GUJALKALI,MIDCAP,832.8,RED,GREEN,3,1,2.83381364073007
2024-09-30,FCL,SMALLCAP,405.35,RED,GREEN,2,1,-90.76600468730727
2024-09-30,TIINDIA,LARGECAP,4336.05,RED,GREEN,2,1,3.3648135976291704
2024-09-30,MFSL,LARGECAP,1191.0,RED,GREEN,2,1,7.724601175482787
2024-09-30,ARVSMART,SMALLCAP,826.45,RED,GREEN,4,1,13.110291003690472
2024-10-31,MASTEK,MIDCAP,2888.9,RED,GREEN,1,2,9.808231506801894
2024-10-31,ASTERDM,LARGECAP,444.6,GREEN,GREEN,2,1,12.449392712550598
2024-10-31,NAM-INDIA,LARGECAP,708.2,RED,GREEN,2,1,-3.205309234679475
2024-10-31,CUB,MIDCAP,175.74,RED,GREEN,3,2,2.156594969841807
2024-11-30,KEC,LARGECAP,1054.3,RED,GREEN,2,1,13.705776344493978
2024-11-30,THEMISMED,SMALLCAP,292.5,RED,GREEN,2,1,-9.897435897435894
2024-11-30,ANUP,MIDCAP,3655.15,GREEN,GREEN,0,2,-4.281630028863384
2024-12-31,AFFLE,LARGECAP,1783.25,GREEN,GREEN,2,1,-15.438104584326368
2024-12-31,RADICO,LARGECAP,2605.9,GREEN,GREEN,2,1,-16.40508077823401
2024-12-31,ASAHIINDIA,MIDCAP,762.7,RED,GREEN,2,0,-11.31506490100958
2025-01-31,GANESHHOUC,MIDCAP,1354.7,RED,GREEN,3,2,-20.08193696021259
2025-01-31,SUNDARMFIN,LARGECAP,4617.0,GREEN,GREEN,2,1,-1.7164825644357808
2025-02-28,KSCL,MIDCAP,1000.95,GREEN,GREEN,2,1,26.195114641090967
2025-03-31,BLUESTARCO,LARGECAP,2136.4,GREEN,GREEN,1,2,-20.13199775322974
2025-04-30,DIVISLAB,MEGACAP,6087.0,GREEN,GREEN,2,1,8.62493839329719
2025-04-30,AUROPHARMA,LARGECAP,1229.1,GREEN,GREEN,2,1,-6.6145960458872315
2025-04-30,CHOLAHLDNG,LARGECAP,1864.1,GREEN,GREEN,2,1,0.11265490048817857
2025-05-31,GODREJIND,LARGECAP,1184.7,RED,GREEN,2,0,5.191187642441124
2025-05-31,DCMSHRIRAM,MIDCAP,1075.25,RED,GREEN,4,1,14.652406417112296
2025-05-31,SKIPPER,MIDCAP,491.6,GREEN,GREEN,2,0,3.3563873067534575
2025-05-31,BORORENEW,MIDCAP,541.8,GREEN,GREEN,2,0,-2.3624953857511914
2025-06-30,HSCL,LARGECAP,517.8,GREEN,GREEN,4,2,-8.642332947083805
2025-06-30,LTFOODS,MIDCAP,486.45,GREEN,GREEN,2,1,0.0
2025-06-30,ABREL,LARGECAP,2435.8,GREEN,GREEN,2,1,-22.62501026356844
2025-06-30,BIRLAMONEY,SMALLCAP,194.13,GREEN,GREEN,3,1,-11.919847524854472
2025-06-30,FDC,MIDCAP,487.5,GREEN,GREEN,2,0,-1.6717948717948672
2025-06-30,MAHSEAMLES,MIDCAP,762.9,GREEN,GREEN,2,0,-8.146546074190585
2025-06-30,DCW,SMALLCAP,83.93,RED,GREEN,2,0,-8.495174550220433
2025-06-30,MAITHANALL,SMALLCAP,1232.4,GREEN,GREEN,1,2,-10.548523206751053
2025-06-30,NELCAST,SMALLCAP,148.44,GREEN,GREEN,1,2,5.82053354890866
2025-06-30,APLLTD,LARGECAP,1039.1,GREEN,GREEN,3,2,-5.889712250986425
2025-07-31,SPIC,SMALLCAP,98.31,GREEN,GREEN,2,2,9.79554470552334
2025-07-31,MENONBE,SMALLCAP,138.19,GREEN,GREEN,3,2,-8.640277878283522
2025-07-31,ECLERX,MIDCAP,3767.2,RED,GREEN,2,0,12.054045444892768
2025-07-31,ZUARIIND,SMALLCAP,310.8,GREEN,GREEN,2,1,-0.8687258687258651
2025-07-31,VISHNU,SMALLCAP,569.45,RED,GREEN,2,2,-13.556940907893589
2025-07-31,KRISHANA,SMALLCAP,558.7,GREEN,GREEN,1,2,3.3918023984249026
2025-07-31,EMAMILTD,LARGECAP,600.65,RED,GREEN,2,1,-4.503454590859894
2025-07-31,GREAVESCOT,MIDCAP,226.21,GREEN,GREEN,3,0,-12.399982317315773
2025-07-31,ASAHIINDIA,LARGECAP,840.05,GREEN,GREEN,1,3,-0.44640199988095947
2025-07-31,NELCAST,SMALLCAP,157.08,GREEN,GREEN,1,2,-6.4107461166284825
2025-07-31,MBAPL,SMALLCAP,446.0,GREEN,GREEN,1,3,-5.751121076233179
2025-07-31,JBCHEPHARM,LARGECAP,1769.3,RED,GREEN,2,2,-2.543378737353756
2025-08-31,NAVNETEDUL,SMALLCAP,154.17,GREEN,GREEN,3,2,-0.9080884737627147
2025-08-31,ZUARI,SMALLCAP,361.7,GREEN,GREEN,0,3,-24.75808681227537
2025-08-31,SPIC,SMALLCAP,107.94,GREEN,GREEN,1,3,-15.443765054659996
2025-08-31,SIRCA,SMALLCAP,462.75,GREEN,GREEN,1,2,2.982171799027555
2025-08-31,KPIL,LARGECAP,1249.0,RED,GREEN,2,1,0.46437149719775456
2025-08-31,NAVA,MIDCAP,687.6,GREEN,GREEN,2,2,-5.3301337987201824
2025-08-31,EIHOTEL,LARGECAP,399.0,GREEN,GREEN,2,1,-9.799498746867172
2025-09-30,GOODLUCK,SMALLCAP,1270.8,GREEN,GREEN,2,2,-1.1882278879445949
2025-09-30,FLUOROCHEM,LARGECAP,3707.8,RED,GREEN,3,2,0.9655321214736428
2025-10-31,CREDITACC,LARGECAP,1423.6,RED,GREEN,2,0,-4.523742624332669
2025-10-31,MAHABANK,LARGECAP,59.03,GREEN,GREEN,2,1,-0.5929188548195857
2025-10-31,PFOCUS,MIDCAP,181.9,GREEN,GREEN,0,2,-7.949422759758113
